file_path,page_num,D,H,S,L,risk_score,label_ternary
_____-149-168_page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0008.pdf,8,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0010.pdf,10,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0011.pdf,11,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0012.pdf,12,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0013.pdf,13,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0014.pdf,14,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0015.pdf,15,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0016.pdf,16,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0017.pdf,17,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0018.pdf,18,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0019.pdf,19,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0020.pdf,20,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0008.pdf,8,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0010.pdf,10,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0011.pdf,11,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0012.pdf,12,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0013.pdf,13,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0014.pdf,14,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0015.pdf,15,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0016.pdf,16,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0017.pdf,17,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0018.pdf,18,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0019.pdf,19,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0020.pdf,20,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0021.pdf,21,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0022.pdf,22,1,2,1,2,7,high_hallucination_risk
_____-172-194_page_0023.pdf,23,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0010.pdf,10,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0011.pdf,11,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0012.pdf,12,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0013.pdf,13,1,2,1,2,7,high_hallucination_risk
_____-215-228_page_0014.pdf,14,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0008.pdf,8,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0010.pdf,10,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0013.pdf,13,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0014.pdf,14,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0015.pdf,15,1,2,1,2,7,high_hallucination_risk
_____-50-65_page_0016.pdf,16,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0008.pdf,8,1,2,1,2,7,high_hallucination_risk
_____-79-87_page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
_____-91-93_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____-91-93_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____-91-93_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_________20260222_114748_page_0001.pdf,1,2,1,1,2,5,review
_________20260222_114748_page_0002.pdf,2,2,2,1,2,6,review
_________20260222_114748_page_0003.pdf,3,2,2,1,2,6,review
_________20260222_114748_page_0004.pdf,4,2,2,1,2,6,review
_________20260222_114748_page_0005.pdf,5,2,2,1,1,5,review
_________20260222_114748_page_0006.pdf,6,2,1,1,2,5,review
_________20260222_114748_page_0007.pdf,7,3,2,1,1,4,review
_________20260222_114748_page_0008.pdf,8,2,0,1,1,3,safe_for_extraction
_________20260222_114748_page_0009.pdf,9,3,2,1,2,5,review
___________20260222_114040_page_0001.pdf,1,3,0,0,0,0,safe_for_extraction
___________20260222_114040_page_0002.pdf,2,1,2,1,1,6,review
_____________1_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____________1_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____________1_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_____________1_page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
_____________1_page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
_____________1_page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
_____________1_page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
_____________1_page_0008.pdf,8,1,2,1,2,7,high_hallucination_risk
_____________1_page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
_____________1_page_0010.pdf,10,1,2,1,2,7,high_hallucination_risk
_____________1_page_0011.pdf,11,1,2,1,2,7,high_hallucination_risk
_____________1_page_0012.pdf,12,1,2,1,2,7,high_hallucination_risk
________________________20260222_0911071_page_0001.pdf,1,2,2,1,1,5,review
________________________20260222_0911071_page_0002.pdf,2,2,2,1,1,5,review
________________________20260222_0911071_page_0003.pdf,3,2,1,1,1,4,review
________________________20260222_0911071_page_0004.pdf,4,2,0,0,1,2,safe_for_extraction
________________________20260222_0911071_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
________________________20260222_0911071_page_0006.pdf,6,3,0,1,1,2,safe_for_extraction
________________________20260222_0911071_page_0007.pdf,7,3,0,1,1,2,safe_for_extraction
________________________20260222_0911071_page_0008.pdf,8,2,1,1,1,4,review
________________________20260222_0911071_page_0009.pdf,9,3,0,1,1,2,safe_for_extraction
________________________20260222_0911071_page_0010.pdf,10,2,0,0,1,2,safe_for_extraction
________________________20260222_0911071_page_0011.pdf,11,2,1,1,2,5,review
________________________20260222_0911071_page_0012.pdf,12,3,2,1,1,4,review
________________________20260222_0911071_page_0013.pdf,13,3,2,1,2,5,review
________________________20260222_0911071_page_0014.pdf,14,2,2,1,2,6,review
________________________20260222_0911071_page_0015.pdf,15,2,1,1,1,4,review
________________________20260222_0911071_page_0016.pdf,16,2,1,1,2,5,review
________________________20260222_0911071_page_0017.pdf,17,2,0,0,1,2,safe_for_extraction
________________________20260222_0911071_page_0018.pdf,18,2,0,1,1,3,safe_for_extraction
________________________20260222_0911071_page_0019.pdf,19,2,0,1,1,3,safe_for_extraction
________________________20260222_0911071_page_0020.pdf,20,2,0,1,1,3,safe_for_extraction
________________________20260222_0911071_page_0021.pdf,21,3,0,0,0,0,safe_for_extraction
________________________20260222_0911071_page_0022.pdf,22,3,1,1,1,3,safe_for_extraction
________________________20260222_0911071_page_0023.pdf,23,2,1,1,1,4,review
________________________20260222_091107_page_0001.pdf,1,2,0,1,1,3,safe_for_extraction
________________________20260222_091107_page_0002.pdf,2,2,2,1,1,5,review
________________________20260222_091107_page_0003.pdf,3,2,1,1,2,5,review
________________________20260222_091107_page_0004.pdf,4,2,0,0,0,1,safe_for_extraction
________________________20260222_091107_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
________________________20260222_091107_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
________________________20260222_091107_page_0007.pdf,7,3,0,1,1,2,safe_for_extraction
________________________20260222_091107_page_0008.pdf,8,2,0,1,2,4,review
________________________20260222_091107_page_0009.pdf,9,3,1,1,1,3,safe_for_extraction
________________________20260222_091107_page_0010.pdf,10,2,0,1,1,3,safe_for_extraction
________________________20260222_091107_page_0011.pdf,11,2,0,1,1,3,safe_for_extraction
________________________20260222_091107_page_0012.pdf,12,2,1,1,2,5,review
______________page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
______________page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
______________page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
______________page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
______________page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
______________page_0006.pdf,6,1,2,1,2,7,high_hallucination_risk
______________page_0007.pdf,7,1,2,1,2,7,high_hallucination_risk
______________page_0008.pdf,8,1,2,1,2,7,high_hallucination_risk
______________page_0009.pdf,9,1,2,1,2,7,high_hallucination_risk
______________page_0010.pdf,10,1,2,1,2,7,high_hallucination_risk
______________page_0011.pdf,11,1,2,1,2,7,high_hallucination_risk
______________page_0012.pdf,12,1,2,1,2,7,high_hallucination_risk
____________page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
____________page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
____________page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
____________page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
da0838fa-e0fe-42e2-a355-6485db0c4008-221-249-24-29_page_001.pdf,1,2,0,1,1,3,safe_for_extraction
da0838fa-e0fe-42e2-a355-6485db0c4008-221-249-24-29_page_002.pdf,2,2,0,0,1,2,safe_for_extraction
da0838fa-e0fe-42e2-a355-6485db0c4008-221-249-24-29_page_003.pdf,3,2,0,0,0,1,safe_for_extraction
da0838fa-e0fe-42e2-a355-6485db0c4008-221-249-24-29_page_004.pdf,4,3,0,1,2,3,safe_for_extraction
da0838fa-e0fe-42e2-a355-6485db0c4008-221-249-24-29_page_005.pdf,5,3,0,0,0,0,safe_for_extraction
da0838fa-e0fe-42e2-a355-6485db0c4008-221-249-24-29_page_006.pdf,6,3,0,0,0,0,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0001.pdf,1,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0002.pdf,2,2,2,1,1,5,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0003.pdf,3,2,1,1,2,5,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0004.pdf,4,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0007.pdf,7,3,0,1,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0008.pdf,8,2,0,1,2,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0009.pdf,9,3,0,0,1,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0010.pdf,10,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0011.pdf,11,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0012.pdf,12,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0013.pdf,13,2,2,1,1,5,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0014.pdf,14,2,2,1,1,5,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0015.pdf,15,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0016.pdf,16,2,0,0,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0017.pdf,17,3,0,0,1,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0018.pdf,18,3,0,1,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0019.pdf,19,3,0,1,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0020.pdf,20,3,1,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0021.pdf,21,3,0,1,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0022.pdf,22,2,0,0,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0023.pdf,23,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0024.pdf,24,3,1,0,0,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0025.pdf,25,3,2,1,2,5,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0026.pdf,26,2,2,1,2,6,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0027.pdf,27,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0028.pdf,28,2,1,1,2,5,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0029.pdf,29,2,0,0,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0030.pdf,30,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0031.pdf,31,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0032.pdf,32,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0033.pdf,33,3,0,0,1,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0034.pdf,34,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0035.pdf,35,2,1,0,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-2-37_page_0036.pdf,36,2,1,1,1,4,review
fc884587-b83b-4391-a9bb-c0243dc0ac1e-39-43 (1)_page_0001.pdf,1,2,0,0,0,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-39-43 (1)_page_0002.pdf,2,2,0,1,1,3,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-39-43 (1)_page_0003.pdf,3,2,0,0,1,2,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-39-43 (1)_page_0004.pdf,4,2,0,0,0,1,safe_for_extraction
fc884587-b83b-4391-a9bb-c0243dc0ac1e-39-43 (1)_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
test_page_0001.pdf,1,3,2,1,2,5,review
בדיקה-1-44_page_0001.pdf,1,2,0,0,0,1,safe_for_extraction
בדיקה-1-44_page_0002.pdf,2,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0003.pdf,3,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0004.pdf,4,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0005.pdf,5,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0006.pdf,6,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0007.pdf,7,2,0,0,0,1,safe_for_extraction
בדיקה-1-44_page_0008.pdf,8,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0009.pdf,9,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0010.pdf,10,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0011.pdf,11,0,0,0,0,3,safe_for_extraction
בדיקה-1-44_page_0012.pdf,12,1,0,0,0,2,safe_for_extraction
בדיקה-1-44_page_0013.pdf,13,1,0,0,0,2,safe_for_extraction
בדיקה-1-44_page_0014.pdf,14,2,0,0,1,2,safe_for_extraction
בדיקה-1-44_page_0015.pdf,15,1,1,1,2,6,review
בדיקה-1-44_page_0016.pdf,16,3,1,0,1,2,safe_for_extraction
בדיקה-1-44_page_0017.pdf,17,2,0,1,1,3,safe_for_extraction
בדיקה-1-44_page_0018.pdf,18,1,0,0,2,4,review
בדיקה-1-44_page_0019.pdf,19,1,0,0,0,2,safe_for_extraction
בדיקה-1-44_page_0020.pdf,20,1,0,0,0,2,safe_for_extraction
בדיקה-1-44_page_0021.pdf,21,1,0,1,1,4,review
בדיקה-1-44_page_0022.pdf,22,2,0,0,1,2,safe_for_extraction
בדיקה-1-44_page_0023.pdf,23,3,0,1,1,2,safe_for_extraction
בדיקה-1-44_page_0024.pdf,24,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0025.pdf,25,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0026.pdf,26,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0027.pdf,27,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0028.pdf,28,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0029.pdf,29,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0030.pdf,30,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0031.pdf,31,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0032.pdf,32,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0033.pdf,33,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0034.pdf,34,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0035.pdf,35,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0036.pdf,36,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0037.pdf,37,3,0,0,1,1,safe_for_extraction
בדיקה-1-44_page_0038.pdf,38,1,0,0,1,3,safe_for_extraction
בדיקה-1-44_page_0039.pdf,39,2,0,0,1,2,safe_for_extraction
בדיקה-1-44_page_0040.pdf,40,1,0,0,0,2,safe_for_extraction
בדיקה-1-44_page_0041.pdf,41,0,0,0,0,3,safe_for_extraction
בדיקה-1-44_page_0042.pdf,42,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0043.pdf,43,3,0,0,0,0,safe_for_extraction
בדיקה-1-44_page_0044.pdf,44,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0001.pdf,1,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0002.pdf,2,3,0,0,0,0,safe_for_extraction
בדיקה-1-56_page_0003.pdf,3,1,0,0,1,3,safe_for_extraction
בדיקה-1-56_page_0004.pdf,4,3,0,0,0,0,safe_for_extraction
בדיקה-1-56_page_0005.pdf,5,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0006.pdf,6,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0007.pdf,7,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0008.pdf,8,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0009.pdf,9,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0010.pdf,10,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0011.pdf,11,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0012.pdf,12,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0013.pdf,13,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0014.pdf,14,2,0,1,2,4,review
בדיקה-1-56_page_0015.pdf,15,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0016.pdf,16,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0017.pdf,17,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0018.pdf,18,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0019.pdf,19,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0020.pdf,20,1,0,0,0,2,safe_for_extraction
בדיקה-1-56_page_0021.pdf,21,3,0,0,0,0,safe_for_extraction
בדיקה-1-56_page_0022.pdf,22,1,0,0,1,3,safe_for_extraction
בדיקה-1-56_page_0023.pdf,23,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0024.pdf,24,1,0,0,1,3,safe_for_extraction
בדיקה-1-56_page_0025.pdf,25,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0026.pdf,26,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0027.pdf,27,2,1,1,2,5,review
בדיקה-1-56_page_0028.pdf,28,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0029.pdf,29,2,0,1,2,4,review
בדיקה-1-56_page_0030.pdf,30,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0031.pdf,31,1,0,0,0,2,safe_for_extraction
בדיקה-1-56_page_0032.pdf,32,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0033.pdf,33,2,0,1,2,4,review
בדיקה-1-56_page_0034.pdf,34,2,0,1,2,4,review
בדיקה-1-56_page_0035.pdf,35,2,0,1,2,4,review
בדיקה-1-56_page_0036.pdf,36,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0037.pdf,37,3,0,1,1,2,safe_for_extraction
בדיקה-1-56_page_0038.pdf,38,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0039.pdf,39,3,0,0,0,0,safe_for_extraction
בדיקה-1-56_page_0040.pdf,40,1,1,0,1,4,review
בדיקה-1-56_page_0041.pdf,41,3,0,1,1,2,safe_for_extraction
בדיקה-1-56_page_0042.pdf,42,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0043.pdf,43,1,0,0,1,3,safe_for_extraction
בדיקה-1-56_page_0044.pdf,44,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0045.pdf,45,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0046.pdf,46,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0047.pdf,47,3,0,0,0,0,safe_for_extraction
בדיקה-1-56_page_0048.pdf,48,3,0,0,1,1,safe_for_extraction
בדיקה-1-56_page_0049.pdf,49,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0050.pdf,50,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0051.pdf,51,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0052.pdf,52,2,0,1,1,3,safe_for_extraction
בדיקה-1-56_page_0053.pdf,53,2,0,0,1,2,safe_for_extraction
בדיקה-1-56_page_0054.pdf,54,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0055.pdf,55,2,0,0,0,1,safe_for_extraction
בדיקה-1-56_page_0056.pdf,56,2,0,1,1,3,safe_for_extraction
בדיקה-149-168_page_0001.pdf,1,2,3,1,2,7,high_hallucination_risk
בדיקה-149-168_page_0002.pdf,2,3,3,1,1,5,review
בדיקה-149-168_page_0003.pdf,3,3,3,1,2,6,review
בדיקה-149-168_page_0004.pdf,4,3,3,1,1,5,review
בדיקה-149-168_page_0005.pdf,5,3,3,1,2,6,review
בדיקה-149-168_page_0006.pdf,6,3,3,1,1,5,review
בדיקה-149-168_page_0007.pdf,7,1,2,0,1,5,review
בדיקה-149-168_page_0008.pdf,8,3,3,1,2,6,review
בדיקה-149-168_page_0009.pdf,9,3,3,1,2,6,review
בדיקה-149-168_page_0010.pdf,10,3,3,1,1,5,review
בדיקה-149-168_page_0011.pdf,11,3,3,1,2,6,review
בדיקה-149-168_page_0012.pdf,12,3,3,1,2,6,review
בדיקה-149-168_page_0013.pdf,13,3,3,1,2,6,review
בדיקה-149-168_page_0014.pdf,14,3,3,1,1,5,review
בדיקה-149-168_page_0015.pdf,15,3,3,1,1,5,review
בדיקה-149-168_page_0016.pdf,16,1,3,2,2,9,high_hallucination_risk
בדיקה-149-168_page_0017.pdf,17,3,3,1,1,5,review
בדיקה-149-168_page_0018.pdf,18,2,1,0,1,3,safe_for_extraction
בדיקה-149-168_page_0019.pdf,19,3,3,1,1,5,review
בדיקה-149-168_page_0020.pdf,20,2,2,1,1,5,review
בדיקה-172-194_page_0001.pdf,1,1,2,0,1,5,review
בדיקה-172-194_page_0002.pdf,2,1,3,2,2,9,high_hallucination_risk
בדיקה-172-194_page_0003.pdf,3,1,2,1,1,6,review
בדיקה-172-194_page_0004.pdf,4,2,3,1,1,6,review
בדיקה-172-194_page_0005.pdf,5,3,3,1,1,5,review
בדיקה-172-194_page_0006.pdf,6,3,3,1,2,6,review
בדיקה-172-194_page_0007.pdf,7,3,3,1,1,5,review
בדיקה-172-194_page_0008.pdf,8,2,3,1,1,6,review
בדיקה-172-194_page_0009.pdf,9,2,3,1,1,6,review
בדיקה-172-194_page_0010.pdf,10,2,3,1,1,6,review
בדיקה-172-194_page_0011.pdf,11,3,3,1,2,6,review
בדיקה-172-194_page_0012.pdf,12,2,3,1,1,6,review
בדיקה-172-194_page_0013.pdf,13,2,3,1,2,7,high_hallucination_risk
בדיקה-172-194_page_0014.pdf,14,2,3,1,1,6,review
בדיקה-172-194_page_0015.pdf,15,2,2,1,1,5,review
בדיקה-172-194_page_0016.pdf,16,1,2,1,1,6,review
בדיקה-172-194_page_0017.pdf,17,3,0,0,0,0,safe_for_extraction
בדיקה-172-194_page_0018.pdf,18,3,0,0,0,0,safe_for_extraction
בדיקה-172-194_page_0019.pdf,19,1,3,2,2,9,high_hallucination_risk
בדיקה-172-194_page_0020.pdf,20,2,2,1,1,5,review
בדיקה-172-194_page_0021.pdf,21,3,3,1,2,6,review
בדיקה-172-194_page_0022.pdf,22,1,2,1,2,7,high_hallucination_risk
בדיקה-172-194_page_0023.pdf,23,2,3,2,2,8,high_hallucination_risk
בדיקה-215-228_page_0001.pdf,1,2,2,1,1,5,review
בדיקה-215-228_page_0002.pdf,2,2,3,1,1,6,review
בדיקה-215-228_page_0003.pdf,3,2,3,1,2,7,high_hallucination_risk
